raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"결국 팔지 않고 버티는거라면 물타기를 해야하는 시기인데,

 환율은 너무 높고 그 환율에 가치가 있을만큼 지금 오를것 같지 않고 오히려 추가 하락도 예상가능이라서... 괜히 환율 하락후 덤탱이까지 쓸까봐

이러지도 저러지도 못하고 그냥 추락을 지켜만 보네요.",결국 팔지 않고 버티는거라면 물타기를 해야하는 시기인데 환율은 너무 높고 그 환율에 가치가 있을만큼 지금 오를것 같지 않고 오히려 추가 하락도 예상가능이라서 괜히 환율 하락후 덤탱이까지 쓸까봐 이러지도 저러지도 못하고 그냥 추락을 지켜만 보네요,"결국 팔지 않고 버티는거라면 물타기를 해야하는 시기인데, 환율은 너무 높고 그 환율에 가치가 있을만큼 지금 오를것 같지 않고 오히려 추가 하락도 예상가능이라서... 괜히 환율 하락후 덤탱이까지 쓸까봐 이러지도 저러지도 못하고 그냥 추락을 지켜만 보네요.",2023-09-28T00:17:51+09:00,0.4826,0.2101,0.3073,0
이제 들어가도 되나요?,이제 들어가도 되나요,이제 들어가도 되나요?,2023-09-13T20:55:19+09:00,0.0284,0.9385,0.0331,1
휴.. 살짝올라가네.. 저는 고마 자러갑니다.. ㅜ,휴 살짝올라가네 저는 고마 자러갑니다,휴.. 살짝올라가네.. 저는 고마 자러갑니다.. ㅜ,2023-09-13T00:33:26+09:00,0.1167,0.2484,0.6349,2
"중국과 ai가 문제군
나름 이쪽의 선두기업이었는데 잡스 보고싶네요 ㅎ",중국과 ai가 문제군 나름 이쪽의 선두기업이었는데 잡스 보고싶네요,중국과 ai가 문제군 나름 이쪽의 선두기업이었는데 잡스 보고싶네요 ㅎ,2024-03-27T11:40:47+09:00,0.144,0.6135,0.2424,1
.,,.,2024-08-06T21:53:26+09:00,0.0174,0.9668,0.0158,1
오늘이젤싸다?,오늘이젤싸다,오늘이젤싸다?,2023-06-30T20:18:33+09:00,0.045,0.8362,0.1188,1
추매,추매,추매,2024-04-23T00:12:42+09:00,0.8737,0.0835,0.0428,0
실적언젠가요?,실적언젠가요,실적언젠가요?,2024-04-29T16:50:27+09:00,0.0279,0.949,0.0231,1
버핏이 샀냐?,버핏이 샀냐,버핏이 샀냐?,2024-05-07T22:24:42+09:00,0.0306,0.9436,0.0258,1
애플은 더 오르겠지만 배당주로 넘어가융,애플은 더 오르겠지만 배당주로 넘어가융,애플은 더 오르겠지만 배당주로 넘어가융,2024-05-03T15:36:10+09:00,0.1406,0.469,0.3904,1
기도하고 있습니다,기도하고 있습니다,기도하고 있습니다,2024-02-13T05:56:13+09:00,0.0282,0.9167,0.0551,1
ㄱ,,ㄱ,2025-02-04T00:42:35+09:00,0.0189,0.9643,0.0168,1
"애플 20% 먹고 갑니다~

그저께 팔길 잘했네 ㅎㅎ",애플 20 먹고 갑니다 그저께 팔길 잘했네,애플 20 먹고 갑니다 그저께 팔길 잘했네 ㅎㅎ,2023-08-04T11:17:01+09:00,0.1053,0.5599,0.3348,1
와이라노 갑자기,와이라노 갑자기,와이라노 갑자기,2024-04-12T23:05:29+09:00,0.0334,0.9446,0.022,1
180을 뚫냐..못뚫냐아아아,180을 뚫냐못뚫냐아아아,180을 뚫냐..못뚫냐아아아,2023-08-11T00:35:28+09:00,0.0444,0.93,0.0257,1
"포모 올까요~ 🥲

애플 고점 오는동안에~",포모 올까요 애플 고점 오는동안에,포모 올까요 애플 고점 오는동안에,2024-07-09T13:28:44+09:00,0.198,0.2588,0.5432,2
재진입이라 평단이높으니 . 160불이 넘어야 좀 감흥이있을꺼인디요,재진입이라 평단이높으니 160불이 넘어야 좀 감흥이있을꺼인디요,재진입이라 평단이높으니 . 160불이 넘어야 좀 감흥이있을꺼인디요,2023-03-29T14:02:12+09:00,0.1459,0.6597,0.1943,1
아이로봇 인수해서 애플감성 넣자.,아이로봇 인수해서 애플감성 넣자,아이로봇 인수해서 애플감성 넣자.,2024-03-28T22:45:29+09:00,0.114,0.6445,0.2415,1
음 오늘 다들 몸사리는 느낌이네요 엔비도 애플도…,음 오늘 다들 몸사리는 느낌이네요 엔비도 애플도,음 오늘 다들 몸사리는 느낌이네요 엔비도 애플도,2024-10-19T01:30:25+09:00,0.0494,0.865,0.0856,1
평단가 낮추기 이벤트,평단가 낮추기 이벤트,평단가 낮추기 이벤트,2024-03-07T16:27:37+09:00,0.1199,0.6445,0.2356,1
지금 들어가는건 야수인가.,지금 들어가는건 야수인가,지금 들어가는건 야수인가.,2023-08-25T20:35:18+09:00,0.0619,0.8537,0.0844,1
"애플(AAPL) 1Q24 실적발표 (시간외 +6%)

👨‍💻 → 전년 대비 자사주매입 규모 22% 증가. 그리고 가장 마지막에 뛰어든 그러나 항상 가장 완성도가 높은 것을 내놓았던 애플의 AI에 대한 기대 - 6월 WWDC (6/10~14)

- EPS : $1.53 vs 컨센 $1.50 (Beat)
- 매출 : $90.8B vs $90.12B (Beat)
- GPM : 46.6% vs 46.6% (In-line)
- 자사주매입 : $110B(!) (작년 $90B 대비 +22%)

애플 자사주매입
- 2012~22년까지 10년간 자사주매입 규모 $572B
- 2023년 : $90B → 2024년 : $110B (!)

사업부별 매출구분
- 아이폰 : $45.96B vs 컨센 $45.76B (Beat)
- 서비스 : $23.87B vs $23.12B (Beat)
- 맥 : $7.45B vs $6.85B (Beat)
- 아이패드 : $5.56B vs $5.95B (Miss)
- 웨어러블 : $7.91B vs $7.80B (Beat)

공식인듯 공식아닌 가이던스
- 공식 가이던스는 없지만 CNBC Steve Kovach에게 2Q24 기준 매출이 Low-single Digit 성장할 것임을 알림
- 작년 아이폰14 공급망 문제로 $5B 매출이 이연됐던 것 때문에 비교가 어려운데 실제로는 YoY 성장에 가깝다

경영진 코멘트
- ""애플 서비스 부문 사상 최고 매출 기록""
- ""다음주 아이패드 행사 및 6월 WWDC에서 AI에 대한 대대적인 발표계획을 갖고 있다.""

Cook also said Apple has “big plans to announce” from an “AI point of view” during its iPad event next week as well as at the company’s annual developer conference in June.",애플AAPL 1Q24 실적발표 시간외 6 전년 대비 자사주매입 규모 22 증가 그리고 가장 마지막에 뛰어든 그러나 항상 가장 완성도가 높은 것을 내놓았던 애플의 AI에 대한 기대 6월 WWDC 61014 EPS 153 vs 컨센 150 Beat 매출 908B vs 9012B Beat GPM 466 vs 466 Inline 자사주매입 110B 작년 90B 대비 22 애플 자사주매입 201222년까지 10년간 자사주매입 규모 572B 2023년 90B 2024년 110B 사업부별 매출구분 아이폰 4596B vs 컨센 4576B Beat 서비스 2387B vs 2312B Beat 맥 745B vs 685B Beat 아이패드 556B vs 595B Miss 웨어러블 791B vs 780B Beat 공식인듯 공식아닌 가이던스 공식 가이던스는 없지만 CNBC Steve Kovach에게 2Q24 기준 매출이 Lowsingle Digit 성장할 것임을 알림 작년 아이폰14 공급망 문제로 5B 매출이 이연됐던 것 때문에 비교가 어려운데 실제로는 YoY 성장에 가깝다 경영진 코멘트 애플 서비스 부문 사상 최고 매출 기록 다음주 아이패드 행사 및 6월 WWDC에서 AI에 대한 대대적인 발표계획을 갖고 있다 Cook also said Apple has big plans to announce from an AI point of view during its iPad event next week as well as at the companys annual developer conference in June,애플AAPL 1Q24 실적발표 시간외 6 전년 대비 자사주매입 규모 22 증가. 그리고 가장 마지막에 뛰어든 그러나 항상 가장 완성도가 높은 것을 내놓았던 애플의 AI에 대한 기대 6월 WWDC 61014 EPS 1.53 vs 컨센 1.50 Beat 매출 90.8B vs 90.12B Beat GPM 46.6 vs 46.6 Inline 자사주매입 110B! 작년 90B 대비 22 애플 자사주매입 201222년까지 10년간 자사주매입 규모 572B 2023년 90B 2024년 110B ! 사업부별 매출구분 아이폰 45.96B vs 컨센 45.76B Beat 서비스 23.87B vs 23.12B Beat 맥 7.45B vs 6.85B Beat 아이패드 5.56B vs 5.95B Miss 웨어러블 7.91B vs 7.80B Beat 공식인듯 공식아닌 가이던스 공식 가이던스는 없지만 CNBC Steve Kovach에게 2Q24 기준 매출이 Lowsingle Digit 성장할 것임을 알림 작년 아이폰14 공급망 문제로 5B 매출이 이연됐던 것 때문에 비교가 어려운데 실제로는 YoY 성장에 가깝다 경영진 코멘트 애플 서비스 부문 사상 최고 매출 기록 다음주 아이패드 행사 및 6월 WWDC에서 AI에 대한 대대적인 발표계획을 갖고 있다. Cook also said Apple has big plans to announce from an AI point of view during its iPad event next week as well as at the companys annual developer conference in June.,2024-05-03T09:00:46+09:00,0.1509,0.353,0.496,2
갓-플,갓플,갓플,2023-05-11T21:54:39+09:00,0.0525,0.791,0.1565,1
드뎌가냐,드뎌가냐,드뎌가냐,2024-04-29T22:39:07+09:00,0.0442,0.8225,0.1333,1
지금 보니깐 좀 아깝긴 하네요ㅋㅋㅋㅋ그래도 포트폴리오라는 걸 함 짜보고 싶슴다! 꿀팁 있으신 분~?,지금 보니깐 좀 아깝긴 하네요그래도 포트폴리오라는 걸 함 짜보고 싶슴다 꿀팁 있으신 분,지금 보니깐 좀 아깝긴 하네요ㅋㅋㅋㅋ그래도 포트폴리오라는 걸 함 짜보고 싶슴다! 꿀팁 있으신 분?,2024-05-16T01:14:41+09:00,0.0559,0.8218,0.1223,1
견뎌...,견뎌,견뎌...,2024-09-19T00:46:46+09:00,0.0267,0.9366,0.0366,1
적당히 먹었으니 다음엔 더 크게 좋은자리로 봐요,적당히 먹었으니 다음엔 더 크게 좋은자리로 봐요,적당히 먹었으니 다음엔 더 크게 좋은자리로 봐요,2024-05-16T17:48:23+09:00,0.1001,0.6403,0.2597,1
오와 가쟈!,오와 가쟈,오와 가쟈!,2023-05-31T22:55:37+09:00,0.0324,0.8636,0.1039,1
간다,간다,간다,2023-09-26T17:24:51+09:00,0.0684,0.208,0.7235,2
지금 수익률 39%인데 팔지말지 고민되네요...,지금 수익률 39인데 팔지말지 고민되네요,지금 수익률 39인데 팔지말지 고민되네요...,2024-10-28T01:12:18+09:00,0.2018,0.411,0.3871,1
ㅊㅊ,,ㅊㅊ,2023-07-26T13:46:36+09:00,0.0276,0.9456,0.0268,1
애플은 신이다,애플은 신이다,애플은 신이다,2025-01-28T23:47:22+09:00,0.0234,0.9493,0.0273,1
멋지다,멋지다,멋지다,2023-08-23T15:33:22+09:00,0.0218,0.9269,0.0513,1
근데 아이패드 리얼 역대급으로 팔렸을 것 같은데 그쵸,근데 아이패드 리얼 역대급으로 팔렸을 것 같은데 그쵸,근데 아이패드 리얼 역대급으로 팔렸을 것 같은데 그쵸,2024-08-02T03:13:33+09:00,0.0844,0.8118,0.1038,1
매번 키노트때 하락했는데ㅋㅋㅋ,매번 키노트때 하락했는데,매번 키노트때 하락했는데ㅋㅋㅋ,2023-09-13T08:06:07+09:00,0.3545,0.3163,0.3292,0
절반만 팔고 tqqq 샀어용,절반만 팔고 tqqq 샀어용,절반만 팔고 tqqq 샀어용,2023-07-28T00:56:09+09:00,0.125,0.7182,0.1568,1
좀 심한데,좀 심한데,좀 심한데,2025-01-03T22:25:08+09:00,0.0271,0.9518,0.0211,1
👍🏼👍🏼📈📈,,,2025-01-21T23:44:57+09:00,0.0193,0.9635,0.0171,1
애플 2배 ETF로 들어가는건 위험부담이 좀 클까요?,애플 2배 ETF로 들어가는건 위험부담이 좀 클까요,애플 2배 ETF로 들어가는건 위험부담이 좀 클까요?,2024-08-30T16:55:11+09:00,0.0545,0.8828,0.0627,1
에효.,에효,에효.,2023-08-04T21:56:04+09:00,0.0206,0.9613,0.0182,1
애플도 25만원까지는 쉽게 오를듯~,애플도 25만원까지는 쉽게 오를듯,애플도 25만원까지는 쉽게 오를듯,2023-08-04T22:41:22+09:00,0.0747,0.6936,0.2317,1
ㅎㅎ,,ㅎㅎ,2025-02-06T01:31:46+09:00,0.0185,0.9618,0.0197,1
"ㅋㅋ 놀랍지도않은 애플의 행보.
그럴듯한데 결국 박스권",놀랍지도않은 애플의 행보 그럴듯한데 결국 박스권,ㅋㅋ 놀랍지도않은 애플의 행보. 그럴듯한데 결국 박스권,2024-03-08T23:55:57+09:00,0.0879,0.8135,0.0986,1
다음에 또 올게요,다음에 또 올게요,다음에 또 올게요,2024-06-12T00:44:09+09:00,0.0214,0.9433,0.0353,1
"테슬라와 애플은 꾸준히 우상향 중인데
국장은 도대체 뭐냐 ㅋㅋㅋ 연일 신저가 갱신... 하...",테슬라와 애플은 꾸준히 우상향 중인데 국장은 도대체 뭐냐 연일 신저가 갱신 하,테슬라와 애플은 꾸준히 우상향 중인데 국장은 도대체 뭐냐 ㅋㅋㅋ 연일 신저가 갱신... 하...,2024-12-12T07:32:21+09:00,0.2563,0.2326,0.5111,2
나중에 다시 올게요,나중에 다시 올게요,나중에 다시 올게요,2024-05-06T13:14:17+09:00,0.0193,0.9523,0.0284,1
영업고트 팀쿡을 믿으십시오,영업고트 팀쿡을 믿으십시오,영업고트 팀쿡을 믿으십시오,2024-06-22T01:09:50+09:00,0.0612,0.8584,0.0804,1
지금 여름세일 기간이구나ㅋㅋㅋ,지금 여름세일 기간이구나,지금 여름세일 기간이구나ㅋㅋㅋ,2023-07-11T08:48:42+09:00,0.0518,0.9145,0.0337,1
애플 형 우리 좋았잖아ㅜ;;,애플 형 우리 좋았잖아,애플 형 우리 좋았잖아ㅜ,2024-04-04T18:31:56+09:00,0.0255,0.9463,0.0282,1
마소도 힘을낸다 너도 가자 어제보다 위로,마소도 힘을낸다 너도 가자 어제보다 위로,마소도 힘을낸다 너도 가자 어제보다 위로,2024-10-16T23:53:12+09:00,0.0716,0.6169,0.3116,1
나봤어 200찍은거봤어!!,나봤어 200찍은거봤어,나봤어 200찍은거봤어!!,2024-06-11T23:17:12+09:00,0.0279,0.9437,0.0284,1
"최근 주가: 애플의 주가는 최근 9% 하락하여 2025년 들어 약세를 보이고 있습니다. 

차트 패턴: 최근 주가는 상승 삼각형 패턴의 하단 추세선을 하향 돌파하였음. 

지지 및 저항 수준: 현재 주가의 주요 지지선은 218달러이며, 추가 하락 시 207달러까지 내려갈 수 있습니다. 

반면, 반등 시 저항선은 235달러와 250달러로 예상

시장 요인: 애플은 최근 중국 스마트폰 시장에서 17%의 출하량 감소를 겪었으며, 이는 2016년 이후 최대 하락폭입니다. 

거래량: 최근 매도세가 강한 거래량과 함께 나타나고 있어, 대규모 투자자들의 매도 압력이 있었음을 보여줍니다. 

투자 결정 시 이러한 기술적 지표와 시장 상황을 종합적으로 고려하시기 바랍니다.",최근 주가 애플의 주가는 최근 9 하락하여 2025년 들어 약세를 보이고 있습니다 차트 패턴 최근 주가는 상승 삼각형 패턴의 하단 추세선을 하향 돌파하였음 지지 및 저항 수준 현재 주가의 주요 지지선은 218달러이며 추가 하락 시 207달러까지 내려갈 수 있습니다 반면 반등 시 저항선은 235달러와 250달러로 예상 시장 요인 애플은 최근 중국 스마트폰 시장에서 17의 출하량 감소를 겪었으며 이는 2016년 이후 최대 하락폭입니다 거래량 최근 매도세가 강한 거래량과 함께 나타나고 있어 대규모 투자자들의 매도 압력이 있었음을 보여줍니다 투자 결정 시 이러한 기술적 지표와 시장 상황을 종합적으로 고려하시기 바랍니다,"최근 주가 애플의 주가는 최근 9 하락하여 2025년 들어 약세를 보이고 있습니다. 차트 패턴 최근 주가는 상승 삼각형 패턴의 하단 추세선을 하향 돌파하였음. 지지 및 저항 수준 현재 주가의 주요 지지선은 218달러이며, 추가 하락 시 207달러까지 내려갈 수 있습니다. 반면, 반등 시 저항선은 235달러와 250달러로 예상 시장 요인 애플은 최근 중국 스마트폰 시장에서 17의 출하량 감소를 겪었으며, 이는 2016년 이후 최대 하락폭입니다. 거래량 최근 매도세가 강한 거래량과 함께 나타나고 있어, 대규모 투자자들의 매도 압력이 있었음을 보여줍니다. 투자 결정 시 이러한 기술적 지표와 시장 상황을 종합적으로 고려하시기 바랍니다.",2025-01-18T00:29:43+09:00,0.2765,0.1212,0.6023,2
세일하네여,세일하네여,세일하네여,2023-06-13T20:57:50+09:00,0.0264,0.9356,0.038,1
추가매도,추가매도,추가매도,2025-01-29T22:47:43+09:00,0.6647,0.1838,0.1515,0
애플 테슬라 엔비디아는 근본이지. 그냥 계속 모아가는거야,애플 테슬라 엔비디아는 근본이지 그냥 계속 모아가는거야,애플 테슬라 엔비디아는 근본이지. 그냥 계속 모아가는거야,2025-02-07T03:17:58+09:00,0.0923,0.7787,0.129,1
...,,...,2023-07-08T05:41:39+09:00,0.0166,0.9694,0.0139,1
"장기적으로는 당연히 상승을 믿지만 
지표상 좀더 내려갔다 반등하는걸로 예측했는데

최소한 180이하  175전후는 갈거같은데
 밤새 너무 순식간에 올랐는데

실적발표후 하락  이후 상승의 기존 패턴을 보더라도 하루만에 상승방향으로 회복은  믿기지가 않네요. 

지표 보실줄 아시는 다른분들  객관적 의견은  어떠신지 궁금하네요?",장기적으로는 당연히 상승을 믿지만 지표상 좀더 내려갔다 반등하는걸로 예측했는데 최소한 180이하 175전후는 갈거같은데 밤새 너무 순식간에 올랐는데 실적발표후 하락 이후 상승의 기존 패턴을 보더라도 하루만에 상승방향으로 회복은 믿기지가 않네요 지표 보실줄 아시는 다른분들 객관적 의견은 어떠신지 궁금하네요,장기적으로는 당연히 상승을 믿지만 지표상 좀더 내려갔다 반등하는걸로 예측했는데 최소한 180이하 175전후는 갈거같은데 밤새 너무 순식간에 올랐는데 실적발표후 하락 이후 상승의 기존 패턴을 보더라도 하루만에 상승방향으로 회복은 믿기지가 않네요. 지표 보실줄 아시는 다른분들 객관적 의견은 어떠신지 궁금하네요?,2024-02-03T05:50:36+09:00,0.4175,0.124,0.4585,2
"뺄만큼 뺏짛ㅎ 
오늘은 2.5~ 3% 상승 부탁해요~~
 트럼프 입 열기전 줄먹",뺄만큼 뺏짛 오늘은 25 3 상승 부탁해요 트럼프 입 열기전 줄먹,뺄만큼 뺏짛ㅎ 오늘은 2.5 3 상승 부탁해요 트럼프 입 열기전 줄먹,2025-03-14T12:59:19+09:00,0.1891,0.1995,0.6114,2
주웠습니다,주웠습니다,주웠습니다,2024-01-17T00:51:43+09:00,0.0243,0.9404,0.0353,1
국밥처럼 든든한 사과,국밥처럼 든든한 사과,국밥처럼 든든한 사과,2023-06-29T23:03:16+09:00,0.0417,0.8951,0.0632,1
예전부터 조금씩 담았더니 많이 떨어져도 +17% 수익이네요. 애플은 믿음이 가니까 떨어지면 더 매수해야겠네요. 역시 분할 매수가 정답이네요,예전부터 조금씩 담았더니 많이 떨어져도 17 수익이네요 애플은 믿음이 가니까 떨어지면 더 매수해야겠네요 역시 분할 매수가 정답이네요,예전부터 조금씩 담았더니 많이 떨어져도 17 수익이네요. 애플은 믿음이 가니까 떨어지면 더 매수해야겠네요. 역시 분할 매수가 정답이네요,2023-08-08T13:32:32+09:00,0.4408,0.1255,0.4337,0
아무 생각 없이 토스 키고 들어왔는데 미국에도 추석이 있는줄 알았다...,아무 생각 없이 토스 키고 들어왔는데 미국에도 추석이 있는줄 알았다,아무 생각 없이 토스 키고 들어왔는데 미국에도 추석이 있는줄 알았다...,2023-09-26T23:27:12+09:00,0.0472,0.9119,0.0409,1
파멸적 하락은 안나오네,파멸적 하락은 안나오네,파멸적 하락은 안나오네,2025-01-31T06:41:29+09:00,0.3032,0.1703,0.5265,2
추매 🏃🏻‍♀️,추매,추매,2025-02-26T23:43:18+09:00,0.8737,0.0835,0.0428,0
"잘가네요
250불언저리에서 분할매도 고민중입니다",잘가네요 250불언저리에서 분할매도 고민중입니다,잘가네요 250불언저리에서 분할매도 고민중입니다,2025-01-29T01:12:14+09:00,0.2649,0.3033,0.4319,2
애플의 위엄을 보야줘!!!!,애플의 위엄을 보야줘,애플의 위엄을 보야줘!!!!,2025-02-28T23:39:07+09:00,0.0354,0.9087,0.0559,1
"#고점돌파시 계속우상향 합니다,고점이지지 라인이 될것입니다#",고점돌파시 계속우상향 합니다고점이지지 라인이 될것입니다,"고점돌파시 계속우상향 합니다,고점이지지 라인이 될것입니다",2023-12-14T04:36:36+09:00,0.2292,0.0923,0.6785,2
"20대 초반인데 이번에 취업하는 친구한테
애플 매달 조금씩이라도 모아가라고 이야기 했는데 절대 주식은 안한다네요 허허..",20대 초반인데 이번에 취업하는 친구한테 애플 매달 조금씩이라도 모아가라고 이야기 했는데 절대 주식은 안한다네요 허허,20대 초반인데 이번에 취업하는 친구한테 애플 매달 조금씩이라도 모아가라고 이야기 했는데 절대 주식은 안한다네요 허허..,2023-12-11T16:56:18+09:00,0.0679,0.8575,0.0746,1
"아이 해브 어 펜~
아이 해브 어 애플~

어- 애플펜~",아이 해브 어 펜 아이 해브 어 애플 어 애플펜,아이 해브 어 펜 아이 해브 어 애플 어 애플펜,2023-04-20T00:40:35+09:00,0.0334,0.9232,0.0433,1
더 사고 싶은데 안 내려가요….,더 사고 싶은데 안 내려가요,더 사고 싶은데 안 내려가요.,2024-07-08T09:26:01+09:00,0.0605,0.8253,0.1143,1
진짜 이거 뭔 주식이냐,진짜 이거 뭔 주식이냐,진짜 이거 뭔 주식이냐,2024-12-17T17:23:48+09:00,0.024,0.9579,0.0181,1
"리얼컴 나이키 쏙슬 테슬라 장기채권까지 나락… 심지어 주력으로 모으던 슈드까지 ㅋㅋㅋ 
분산투자에 채권에 리츠까지 분산시켰는데… 이제야 알겠다… 이럴때는 물타기고 나발이고 그냥 가만히 있는게 돈버는거라걸 ㅋㅋㅋ",리얼컴 나이키 쏙슬 테슬라 장기채권까지 나락 심지어 주력으로 모으던 슈드까지 분산투자에 채권에 리츠까지 분산시켰는데 이제야 알겠다 이럴때는 물타기고 나발이고 그냥 가만히 있는게 돈버는거라걸,리얼컴 나이키 쏙슬 테슬라 장기채권까지 나락 심지어 주력으로 모으던 슈드까지 ㅋㅋㅋ 분산투자에 채권에 리츠까지 분산시켰는데 이제야 알겠다 이럴때는 물타기고 나발이고 그냥 가만히 있는게 돈버는거라걸 ㅋㅋㅋ,2023-09-25T22:10:01+09:00,0.4,0.2186,0.3814,0
ㄷㄷ,,ㄷㄷ,2024-06-03T23:03:22+09:00,0.0173,0.9657,0.017,1
주린이 커피값 벌어쏘요,주린이 커피값 벌어쏘요,주린이 커피값 벌어쏘요,2024-05-07T22:25:37+09:00,0.0473,0.897,0.0556,1
"나이스!
저점에 다시올게요",나이스 저점에 다시올게요,나이스! 저점에 다시올게요,2023-11-13T22:59:36+09:00,0.0922,0.6421,0.2657,1
"아 스티즌잡스형이 없어서 그런가 
워랜버핏형도 팔앗다고 그러고 ㅠㅠ 어찌해야하나요",아 스티즌잡스형이 없어서 그런가 워랜버핏형도 팔앗다고 그러고 어찌해야하나요,아 스티즌잡스형이 없어서 그런가 워랜버핏형도 팔앗다고 그러고 ㅠㅠ 어찌해야하나요,2024-02-15T17:28:56+09:00,0.0914,0.8422,0.0664,1
30일까지 233달러 가고 실적 발표 후 날라갈 예정 반박 시 님들 말이 다 맞음,30일까지 233달러 가고 실적 발표 후 날라갈 예정 반박 시 님들 말이 다 맞음,30일까지 233달러 가고 실적 발표 후 날라갈 예정 반박 시 님들 말이 다 맞음,2025-01-23T15:24:31+09:00,0.1212,0.6914,0.1874,1
ㅡㅡ,,ㅡㅡ,2024-06-18T22:41:29+09:00,0.0303,0.9298,0.0399,1
그냥 시원하게 20만가라,그냥 시원하게 20만가라,그냥 시원하게 20만가라,2024-02-29T00:09:34+09:00,0.0807,0.6288,0.2905,1
추매!,추매,추매!,2024-04-03T23:11:09+09:00,0.8446,0.1032,0.0522,0
지표 발표 전에 다시 올게요,지표 발표 전에 다시 올게요,지표 발표 전에 다시 올게요,2024-05-30T17:51:40+09:00,0.0766,0.8128,0.1106,1
오늘이 제일 싸다,오늘이 제일 싸다,오늘이 제일 싸다,2024-05-13T15:47:18+09:00,0.0983,0.4974,0.4043,1
가보자,가보자,가보자,2025-03-19T22:57:45+09:00,0.1013,0.1602,0.7384,2
"커뮤에 죽는소리, 부정적인의견 = 매수타이밍",커뮤에 죽는소리 부정적인의견 매수타이밍,"커뮤에 죽는소리, 부정적인의견 매수타이밍",2023-06-22T13:21:49+09:00,0.2923,0.2615,0.4462,2
헤헷콩냐,헤헷콩냐,헤헷콩냐,2024-02-13T23:43:07+09:00,0.0261,0.9426,0.0313,1
"애플 주주분들
그나마 애플이 지금 가장 나아요..위안이 되시길..",애플 주주분들 그나마 애플이 지금 가장 나아요위안이 되시길,애플 주주분들 그나마 애플이 지금 가장 나아요..위안이 되시길..,2024-04-13T01:55:21+09:00,0.0625,0.8306,0.107,1
@[애플](US19801212001),애플US19801212001,애플US19801212001,2024-05-06T21:10:48+09:00,0.0207,0.9587,0.0207,1
추매하긴 넘 올랐네요,추매하긴 넘 올랐네요,추매하긴 넘 올랐네요,2024-12-26T10:41:27+09:00,0.8212,0.0758,0.1029,0
줍긴 주웠는데.. 물린기분 ㅜ,줍긴 주웠는데 물린기분,줍긴 주웠는데.. 물린기분 ㅜ,2024-03-21T23:08:07+09:00,0.2787,0.5673,0.154,1
📈📈📈,,,2024-06-10T13:59:48+09:00,0.0193,0.9635,0.0171,1
"40원짜리 주식애 갇혀서 오르기만 바라는데…
애플이 조금만 올라도 40원짜리는 버려도 되는데 왜 거기서 걱정하는지….애플을 보먄서 맘 정화하고 갑니다.",40원짜리 주식애 갇혀서 오르기만 바라는데 애플이 조금만 올라도 40원짜리는 버려도 되는데 왜 거기서 걱정하는지애플을 보먄서 맘 정화하고 갑니다,40원짜리 주식애 갇혀서 오르기만 바라는데 애플이 조금만 올라도 40원짜리는 버려도 되는데 왜 거기서 걱정하는지.애플을 보먄서 맘 정화하고 갑니다.,2023-08-30T22:07:26+09:00,0.2187,0.4356,0.3458,1
비슷해지면 안되는데요ㅜㅜ,비슷해지면 안되는데요,비슷해지면 안되는데요ㅜㅜ,2024-02-24T10:00:54+09:00,0.1332,0.5133,0.3535,1
장이너무 지루하네ㅠ,장이너무 지루하네,장이너무 지루하네ㅠ,2024-02-08T02:44:11+09:00,0.063,0.8813,0.0557,1
역시 애플,역시 애플,역시 애플,2024-08-08T00:12:10+09:00,0.0158,0.9602,0.024,1
도망쳐!!,도망쳐,도망쳐!!,2024-11-01T05:51:49+09:00,0.0984,0.8484,0.0532,1
아이폰16 프로 출시되면은,아이폰16 프로 출시되면은,아이폰16 프로 출시되면은,2024-08-19T23:01:15+09:00,0.0315,0.9347,0.0338,1
왜샀니 ㅠㅠ,왜샀니,왜샀니 ㅠㅠ,2024-10-31T23:48:40+09:00,0.0238,0.9602,0.0161,1
"참말로 애플이라도 어느정도 해야지
갑갑해서 봐주질 못하겠넹
우량주 세곳에 같은돈 투자해서 너만 돈 몬버는구나ᆢㅉ",참말로 애플이라도 어느정도 해야지 갑갑해서 봐주질 못하겠넹 우량주 세곳에 같은돈 투자해서 너만 돈 몬버는구나,참말로 애플이라도 어느정도 해야지 갑갑해서 봐주질 못하겠넹 우량주 세곳에 같은돈 투자해서 너만 돈 몬버는구나ᆢㅉ,2023-07-13T13:02:35+09:00,0.1128,0.7672,0.1199,1
"현재 주식모으기 진행 시켜놨는데 구매는 몇시쯤 이루어질까요? 주린이라서 모르겠습니다! 
목적은 장투 입니다",현재 주식모으기 진행 시켜놨는데 구매는 몇시쯤 이루어질까요 주린이라서 모르겠습니다 목적은 장투 입니다,현재 주식모으기 진행 시켜놨는데 구매는 몇시쯤 이루어질까요? 주린이라서 모르겠습니다! 목적은 장투 입니다,2023-07-06T17:28:07+09:00,0.1491,0.5633,0.2877,1
9월이 바겐세일 아님?,9월이 바겐세일 아님,9월이 바겐세일 아님?,2023-09-08T20:51:30+09:00,0.3529,0.4487,0.1984,1
헤헤헤헤 쭉쭉 오른다 잘한다 우리 사과,헤헤헤헤 쭉쭉 오른다 잘한다 우리 사과,헤헤헤헤 쭉쭉 오른다 잘한다 우리 사과,2023-04-14T01:28:14+09:00,0.1275,0.1149,0.7576,2
